mode	drug	no_feats	F1-score_macro	c_param
snps	Ciprofloxacin	80	0.8908	0.15
snps	Ciprofloxacin	2	0.8896	0.007
snps	Ciprofloxacin	3	0.8896	0.0085
snps	Ciprofloxacin	8	0.8896	0.015
snps	Ciprofloxacin	15	0.8896	0.02
snps	Ciprofloxacin	6	0.8896	0.01
snps	Ciprofloxacin	91	0.8874	0.3
snps	Ciprofloxacin	22	0.8859	0.025
snps	Ciprofloxacin	25	0.8859	0.03
snps	Ciprofloxacin	86	0.8805	0.4
snps	Ciprofloxacin	84	0.8772	0.25
snps	Ciprofloxacin	95	0.8662	1.0
snps	Ciprofloxacin	87	0.8628	0.7
snps	Ciprofloxacin	1	0.4596	0.005
snps	Ciprofloxacin	0	0.3084	0.0015
snps	Ciprofloxacin	0	0.3084	0.004
snps	Ciprofloxacin	0	0.3084	0.003
snps	Ciprofloxacin	0	0.3084	0.0025
snps	Ciprofloxacin	0	0.3084	0.002
snps	Ciprofloxacin	0	0.3084	0.001
snps	Meropenem	10	0.6082	0.02
snps	Meropenem	14	0.589	0.025
snps	Meropenem	17	0.5726	0.03
snps	Meropenem	61	0.5723	0.05
snps	Meropenem	3	0.5677	0.015
snps	Meropenem	39	0.5629	0.04
snps	Meropenem	147	0.5609	0.2
snps	Meropenem	98	0.5581	0.07
snps	Meropenem	178	0.5553	0.7
snps	Meropenem	110	0.5475	0.085
snps	Meropenem	142	0.5468	0.15
snps	Meropenem	176	0.5445	0.85
snps	Meropenem	157	0.5413	0.25
snps	Meropenem	175	0.5409	0.5
snps	Meropenem	160	0.539	0.4
snps	Meropenem	173	0.539	1.0
snps	Meropenem	164	0.5337	0.3
snps	Meropenem	117	0.5326	0.1
snps	Meropenem	0	0.2386	0.0015
snps	Meropenem	0	0.2386	0.01
snps	Meropenem	0	0.2386	0.0085
snps	Meropenem	0	0.2386	0.007
snps	Meropenem	0	0.2386	0.005
snps	Meropenem	0	0.2386	0.004
snps	Meropenem	0	0.2386	0.003
snps	Meropenem	0	0.2386	0.0025
snps	Meropenem	0	0.2386	0.002
snps	Meropenem	0	0.2386	0.001
snps	Tobramycin	115	0.8917	0.25
snps	Tobramycin	78	0.889	0.085
snps	Tobramycin	119	0.8884	0.5
snps	Tobramycin	101	0.8884	0.15
snps	Tobramycin	120	0.8871	0.85
snps	Tobramycin	56	0.8857	0.05
snps	Tobramycin	82	0.8851	0.1
snps	Tobramycin	66	0.8851	0.07
snps	Tobramycin	110	0.8844	0.2
snps	Tobramycin	107	0.8838	0.7
snps	Tobramycin	117	0.8838	0.4
snps	Tobramycin	113	0.8772	0.3
snps	Tobramycin	41	0.8753	0.04
snps	Tobramycin	24	0.8663	0.025
snps	Tobramycin	117	0.862	1.0
snps	Tobramycin	26	0.86	0.03
snps	Tobramycin	22	0.8561	0.02
snps	Tobramycin	19	0.8467	0.015
snps	Tobramycin	9	0.8041	0.01
snps	Tobramycin	7	0.7421	0.0085
snps	Tobramycin	3	0.7396	0.007
snps	Tobramycin	0	0.4069	0.0015
snps	Tobramycin	0	0.4069	0.005
snps	Tobramycin	0	0.4069	0.004
snps	Tobramycin	0	0.4069	0.003
snps	Tobramycin	0	0.4069	0.0025
snps	Tobramycin	0	0.4069	0.002
snps	Tobramycin	0	0.4069	0.001
expr_snps	Ceftazidim	159	0.8134	0.05
expr_snps	Ceftazidim	146	0.8134	0.04
expr_snps	Ceftazidim	42	0.8133	0.015
expr_snps	Ceftazidim	168	0.8097	0.07
expr_snps	Ceftazidim	103	0.806	0.025
expr_snps	Ceftazidim	109	0.8059	0.085
expr_snps	Ceftazidim	13	0.8056	0.01
expr_snps	Ceftazidim	119	0.8022	0.03
expr_snps	Ceftazidim	73	0.8022	0.02
expr_snps	Ceftazidim	150	0.7985	0.1
expr_snps	Ceftazidim	5	0.7941	0.007
expr_snps	Ceftazidim	166	0.791	0.15
expr_snps	Ceftazidim	10	0.7908	0.0085
expr_snps	Ceftazidim	202	0.7873	0.2
expr_snps	Ceftazidim	136	0.7724	0.7
expr_snps	Ceftazidim	123	0.7724	0.3
expr_snps	Ceftazidim	129	0.7686	0.85
expr_snps	Ceftazidim	158	0.7648	0.25
expr_snps	Ceftazidim	155	0.7612	0.4
expr_snps	Ceftazidim	131	0.75	0.5
expr_snps	Ceftazidim	123	0.7273	1.0
expr_snps	Ceftazidim	2	0.7106	0.005
expr_snps	Ceftazidim	0	0.335	0.0015
expr_snps	Ceftazidim	1	0.335	0.004
expr_snps	Ceftazidim	0	0.335	0.003
expr_snps	Ceftazidim	0	0.335	0.0025
expr_snps	Ceftazidim	0	0.335	0.002
expr_snps	Ceftazidim	0	0.335	0.001
expr_snps	Ciprofloxacin	43	0.9044	0.02
expr_snps	Ciprofloxacin	60	0.9011	0.03
expr_snps	Ciprofloxacin	47	0.901	0.085
expr_snps	Ciprofloxacin	19	0.9008	0.015
expr_snps	Ciprofloxacin	56	0.8978	0.025
expr_snps	Ciprofloxacin	57	0.8973	0.05
expr_snps	Ciprofloxacin	67	0.8941	0.04
expr_snps	Ciprofloxacin	63	0.8939	0.07
expr_snps	Ciprofloxacin	56	0.8903	0.1
expr_snps	Ciprofloxacin	46	0.8898	0.25
expr_snps	Ciprofloxacin	5	0.8896	0.007
expr_snps	Ciprofloxacin	7	0.8896	0.0085
expr_snps	Ciprofloxacin	8	0.8896	0.01
expr_snps	Ciprofloxacin	2	0.8896	0.005
expr_snps	Ciprofloxacin	1	0.8896	0.004
expr_snps	Ciprofloxacin	1	0.8896	0.003
expr_snps	Ciprofloxacin	45	0.8868	0.2
expr_snps	Ciprofloxacin	55	0.8841	0.85
expr_snps	Ciprofloxacin	74	0.8839	0.5
expr_snps	Ciprofloxacin	47	0.8837	0.3
expr_snps	Ciprofloxacin	60	0.8805	0.4
expr_snps	Ciprofloxacin	41	0.8797	0.15
expr_snps	Ciprofloxacin	48	0.8767	0.7
expr_snps	Ciprofloxacin	58	0.8738	1.0
expr_snps	Ciprofloxacin	1	0.7385	0.0025
expr_snps	Ciprofloxacin	0	0.3084	0.0015
expr_snps	Ciprofloxacin	0	0.3084	0.002
expr_snps	Ciprofloxacin	0	0.3084	0.001
expr_snps	Meropenem	83	0.8374	0.025
expr_snps	Meropenem	101	0.8321	0.03
expr_snps	Meropenem	117	0.8083	0.04
expr_snps	Meropenem	66	0.8045	0.02
expr_snps	Meropenem	112	0.8024	0.05
expr_snps	Meropenem	142	0.7929	0.085
expr_snps	Meropenem	132	0.7915	0.07
expr_snps	Meropenem	151	0.7907	0.25
expr_snps	Meropenem	128	0.7887	0.3
expr_snps	Meropenem	102	0.7872	0.7
expr_snps	Meropenem	146	0.7852	0.1
expr_snps	Meropenem	30	0.7748	0.015
expr_snps	Meropenem	9	0.7726	0.01
expr_snps	Meropenem	123	0.7702	0.2
expr_snps	Meropenem	118	0.7702	0.4
expr_snps	Meropenem	110	0.7583	0.15
expr_snps	Meropenem	109	0.748	0.85
expr_snps	Meropenem	3	0.7464	0.007
expr_snps	Meropenem	108	0.7462	0.5
expr_snps	Meropenem	5	0.7427	0.0085
expr_snps	Meropenem	2	0.7399	0.005
expr_snps	Meropenem	94	0.7361	1.0
expr_snps	Meropenem	0	0.2386	0.0015
expr_snps	Meropenem	0	0.2386	0.004
expr_snps	Meropenem	0	0.2386	0.003
expr_snps	Meropenem	0	0.2386	0.0025
expr_snps	Meropenem	0	0.2386	0.002
expr_snps	Meropenem	0	0.2386	0.001
expr_snps	Tobramycin	70	0.8901	0.03
expr_snps	Tobramycin	95	0.8884	0.15
expr_snps	Tobramycin	96	0.8857	0.2
expr_snps	Tobramycin	73	0.8851	1.0
expr_snps	Tobramycin	55	0.8842	0.02
expr_snps	Tobramycin	75	0.8818	0.85
expr_snps	Tobramycin	92	0.8818	0.7
expr_snps	Tobramycin	107	0.8818	0.07
expr_snps	Tobramycin	92	0.8818	0.05
expr_snps	Tobramycin	42	0.8816	0.015
expr_snps	Tobramycin	82	0.8792	0.04
expr_snps	Tobramycin	91	0.8772	0.5
expr_snps	Tobramycin	61	0.8772	0.025
expr_snps	Tobramycin	97	0.8753	0.3
expr_snps	Tobramycin	94	0.87	0.085
expr_snps	Tobramycin	95	0.8668	0.4
expr_snps	Tobramycin	97	0.8653	0.1
expr_snps	Tobramycin	105	0.8476	0.25
expr_snps	Tobramycin	25	0.8311	0.01
expr_snps	Tobramycin	15	0.8056	0.0085
expr_snps	Tobramycin	11	0.7922	0.007
expr_snps	Tobramycin	8	0.7893	0.005
expr_snps	Tobramycin	8	0.7614	0.004
expr_snps	Tobramycin	3	0.6312	0.003
expr_snps	Tobramycin	0	0.4069	0.0015
expr_snps	Tobramycin	0	0.4069	0.0025
expr_snps	Tobramycin	0	0.4069	0.002
expr_snps	Tobramycin	0	0.4069	0.001
expr	Ceftazidim	44	0.8246	0.025
expr	Ceftazidim	49	0.8209	0.03
expr	Ceftazidim	21	0.8097	0.015
expr	Ceftazidim	33	0.8097	0.02
expr	Ceftazidim	68	0.806	0.04
expr	Ceftazidim	86	0.8022	0.05
expr	Ceftazidim	10	0.798	0.01
expr	Ceftazidim	115	0.791	0.1
expr	Ceftazidim	105	0.7873	0.085
expr	Ceftazidim	143	0.7873	0.2
expr	Ceftazidim	128	0.7836	0.15
expr	Ceftazidim	99	0.7835	0.07
expr	Ceftazidim	131	0.7834	0.25
expr	Ceftazidim	144	0.7761	1.0
expr	Ceftazidim	136	0.7759	0.5
expr	Ceftazidim	135	0.7724	0.3
expr	Ceftazidim	138	0.7649	0.7
expr	Ceftazidim	137	0.7612	0.85
expr	Ceftazidim	132	0.7537	0.4
expr	Ceftazidim	5	0.7451	0.007
expr	Ceftazidim	7	0.7395	0.0085
expr	Ceftazidim	1	0.7106	0.005
expr	Ceftazidim	0	0.335	0.0015
expr	Ceftazidim	1	0.335	0.004
expr	Ceftazidim	0	0.335	0.003
expr	Ceftazidim	0	0.335	0.0025
expr	Ceftazidim	0	0.335	0.002
expr	Ceftazidim	0	0.335	0.001
expr	Ciprofloxacin	147	0.8208	0.7
expr	Ciprofloxacin	143	0.8164	0.85
expr	Ciprofloxacin	39	0.8083	0.02
expr	Ciprofloxacin	133	0.807	0.5
expr	Ciprofloxacin	138	0.8068	0.3
expr	Ciprofloxacin	28	0.7979	0.015
expr	Ciprofloxacin	135	0.7961	0.4
expr	Ciprofloxacin	55	0.7943	0.025
expr	Ciprofloxacin	133	0.7896	0.085
expr	Ciprofloxacin	139	0.7893	1.0
expr	Ciprofloxacin	132	0.7893	0.2
expr	Ciprofloxacin	160	0.7891	0.25
expr	Ciprofloxacin	63	0.7874	0.03
expr	Ciprofloxacin	138	0.7854	0.15
expr	Ciprofloxacin	121	0.7828	0.07
expr	Ciprofloxacin	93	0.7796	0.05
expr	Ciprofloxacin	132	0.7792	0.1
expr	Ciprofloxacin	16	0.777	0.01
expr	Ciprofloxacin	80	0.7726	0.04
expr	Ciprofloxacin	13	0.7491	0.0085
expr	Ciprofloxacin	8	0.7282	0.007
expr	Ciprofloxacin	4	0.7176	0.005
expr	Ciprofloxacin	2	0.5241	0.004
expr	Ciprofloxacin	0	0.3084	0.0015
expr	Ciprofloxacin	0	0.3084	0.003
expr	Ciprofloxacin	0	0.3084	0.0025
expr	Ciprofloxacin	0	0.3084	0.002
expr	Ciprofloxacin	0	0.3084	0.001
expr	Meropenem	40	0.8374	0.03
expr	Meropenem	63	0.8321	0.04
expr	Meropenem	101	0.831	0.085
expr	Meropenem	35	0.8269	0.025
expr	Meropenem	106	0.8236	0.15
expr	Meropenem	29	0.8199	0.02
expr	Meropenem	92	0.8165	0.07
expr	Meropenem	87	0.8153	0.1
expr	Meropenem	114	0.8114	0.7
expr	Meropenem	76	0.8094	0.05
expr	Meropenem	115	0.8078	0.25
expr	Meropenem	104	0.802	0.4
expr	Meropenem	108	0.8014	0.5
expr	Meropenem	115	0.7993	0.85
expr	Meropenem	112	0.7993	0.2
expr	Meropenem	104	0.7971	0.3
expr	Meropenem	118	0.7872	1.0
expr	Meropenem	17	0.7867	0.015
expr	Meropenem	5	0.7519	0.01
expr	Meropenem	3	0.7497	0.007
expr	Meropenem	2	0.7399	0.005
expr	Meropenem	4	0.7287	0.0085
expr	Meropenem	0	0.2386	0.0015
expr	Meropenem	0	0.2386	0.004
expr	Meropenem	0	0.2386	0.003
expr	Meropenem	0	0.2386	0.0025
expr	Meropenem	0	0.2386	0.002
expr	Meropenem	0	0.2386	0.001
expr	Tobramycin	110	0.8945	0.2
expr	Tobramycin	104	0.8939	0.1
expr	Tobramycin	109	0.8934	0.3
expr	Tobramycin	97	0.8874	0.085
expr	Tobramycin	114	0.8869	1.0
expr	Tobramycin	113	0.8836	0.15
expr	Tobramycin	100	0.8836	0.07
expr	Tobramycin	84	0.883	0.05
expr	Tobramycin	112	0.883	0.85
expr	Tobramycin	109	0.8804	0.5
expr	Tobramycin	112	0.8798	0.4
expr	Tobramycin	114	0.8798	0.25
expr	Tobramycin	109	0.865	0.7
expr	Tobramycin	77	0.8645	0.04
expr	Tobramycin	51	0.8595	0.025
expr	Tobramycin	59	0.8588	0.03
expr	Tobramycin	35	0.844	0.02
expr	Tobramycin	24	0.8379	0.015
expr	Tobramycin	12	0.8064	0.01
expr	Tobramycin	11	0.7967	0.0085
expr	Tobramycin	7	0.7938	0.007
expr	Tobramycin	3	0.7893	0.005
expr	Tobramycin	3	0.7885	0.004
expr	Tobramycin	2	0.6439	0.003
expr	Tobramycin	0	0.4069	0.0015
expr	Tobramycin	0	0.4069	0.0025
expr	Tobramycin	0	0.4069	0.002
expr	Tobramycin	0	0.4069	0.001
gpa_expr_snps	Ceftazidim	43	0.8246	0.015
gpa_expr_snps	Ceftazidim	102	0.8209	0.025
gpa_expr_snps	Ceftazidim	89	0.8209	0.02
gpa_expr_snps	Ceftazidim	133	0.806	0.7
gpa_expr_snps	Ceftazidim	235	0.806	0.3
gpa_expr_snps	Ceftazidim	19	0.8057	0.01
gpa_expr_snps	Ceftazidim	123	0.8022	0.03
gpa_expr_snps	Ceftazidim	162	0.7985	0.085
gpa_expr_snps	Ceftazidim	146	0.7985	0.05
gpa_expr_snps	Ceftazidim	165	0.7985	0.15
gpa_expr_snps	Ceftazidim	180	0.7985	0.1
gpa_expr_snps	Ceftazidim	175	0.7948	0.25
gpa_expr_snps	Ceftazidim	137	0.7948	0.04
gpa_expr_snps	Ceftazidim	160	0.7948	0.07
gpa_expr_snps	Ceftazidim	13	0.7944	0.0085
gpa_expr_snps	Ceftazidim	6	0.7896	0.007
gpa_expr_snps	Ceftazidim	133	0.7873	0.4
gpa_expr_snps	Ceftazidim	128	0.7873	0.5
gpa_expr_snps	Ceftazidim	163	0.7872	0.2
gpa_expr_snps	Ceftazidim	123	0.7835	0.85
gpa_expr_snps	Ceftazidim	121	0.7686	1.0
gpa_expr_snps	Ceftazidim	2	0.7106	0.005
gpa_expr_snps	Ceftazidim	0	0.335	0.0015
gpa_expr_snps	Ceftazidim	1	0.335	0.004
gpa_expr_snps	Ceftazidim	0	0.335	0.003
gpa_expr_snps	Ceftazidim	0	0.335	0.0025
gpa_expr_snps	Ceftazidim	0	0.335	0.002
gpa_expr_snps	Ceftazidim	0	0.335	0.001
gpa_expr_snps	Ciprofloxacin	76	0.9079	0.25
gpa_expr_snps	Ciprofloxacin	50	0.9047	0.07
gpa_expr_snps	Ciprofloxacin	52	0.9047	0.05
gpa_expr_snps	Ciprofloxacin	47	0.9047	0.03
gpa_expr_snps	Ciprofloxacin	41	0.9046	0.02
gpa_expr_snps	Ciprofloxacin	121	0.9044	0.3
gpa_expr_snps	Ciprofloxacin	74	0.9014	1.0
gpa_expr_snps	Ciprofloxacin	41	0.9013	0.025
gpa_expr_snps	Ciprofloxacin	51	0.9013	0.04
gpa_expr_snps	Ciprofloxacin	49	0.901	0.1
gpa_expr_snps	Ciprofloxacin	22	0.9008	0.015
gpa_expr_snps	Ciprofloxacin	154	0.898	0.5
gpa_expr_snps	Ciprofloxacin	48	0.8977	0.085
gpa_expr_snps	Ciprofloxacin	54	0.8941	0.2
gpa_expr_snps	Ciprofloxacin	67	0.8909	0.85
gpa_expr_snps	Ciprofloxacin	59	0.8906	0.4
gpa_expr_snps	Ciprofloxacin	10	0.8896	0.01
gpa_expr_snps	Ciprofloxacin	1	0.8896	0.003
gpa_expr_snps	Ciprofloxacin	1	0.8896	0.004
gpa_expr_snps	Ciprofloxacin	2	0.8896	0.005
gpa_expr_snps	Ciprofloxacin	5	0.8896	0.007
gpa_expr_snps	Ciprofloxacin	7	0.8896	0.0085
gpa_expr_snps	Ciprofloxacin	45	0.8868	0.15
gpa_expr_snps	Ciprofloxacin	67	0.8868	0.7
gpa_expr_snps	Ciprofloxacin	1	0.7385	0.0025
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.0015
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.002
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.001
gpa_expr_snps	Meropenem	84	0.8875	0.85
gpa_expr_snps	Meropenem	163	0.8794	0.5
gpa_expr_snps	Meropenem	147	0.8728	0.15
gpa_expr_snps	Meropenem	97	0.8677	0.3
gpa_expr_snps	Meropenem	71	0.8633	0.03
gpa_expr_snps	Meropenem	99	0.8591	0.04
gpa_expr_snps	Meropenem	107	0.8584	0.25
gpa_expr_snps	Meropenem	58	0.8569	0.025
gpa_expr_snps	Meropenem	120	0.8548	0.05
gpa_expr_snps	Meropenem	136	0.8545	0.4
gpa_expr_snps	Meropenem	141	0.8513	0.07
gpa_expr_snps	Meropenem	142	0.8505	0.1
gpa_expr_snps	Meropenem	153	0.8477	0.085
gpa_expr_snps	Meropenem	93	0.8472	1.0
gpa_expr_snps	Meropenem	38	0.847	0.02
gpa_expr_snps	Meropenem	143	0.8445	0.2
gpa_expr_snps	Meropenem	9	0.8414	0.01
gpa_expr_snps	Meropenem	7	0.8407	0.0085
gpa_expr_snps	Meropenem	88	0.8364	0.7
gpa_expr_snps	Meropenem	19	0.8359	0.015
gpa_expr_snps	Meropenem	5	0.8321	0.007
gpa_expr_snps	Meropenem	2	0.7323	0.005
gpa_expr_snps	Meropenem	0	0.2386	0.0015
gpa_expr_snps	Meropenem	1	0.2386	0.004
gpa_expr_snps	Meropenem	0	0.2386	0.003
gpa_expr_snps	Meropenem	0	0.2386	0.0025
gpa_expr_snps	Meropenem	0	0.2386	0.002
gpa_expr_snps	Meropenem	0	0.2386	0.001
gpa_expr_snps	Tobramycin	50	0.921	0.02
gpa_expr_snps	Tobramycin	59	0.9143	0.025
gpa_expr_snps	Tobramycin	65	0.9109	0.03
gpa_expr_snps	Tobramycin	37	0.9109	0.015
gpa_expr_snps	Tobramycin	112	0.9105	0.4
gpa_expr_snps	Tobramycin	71	0.9081	0.5
gpa_expr_snps	Tobramycin	79	0.9076	0.04
gpa_expr_snps	Tobramycin	92	0.9076	0.05
gpa_expr_snps	Tobramycin	74	0.9048	0.7
gpa_expr_snps	Tobramycin	84	0.9033	0.3
gpa_expr_snps	Tobramycin	89	0.9022	0.1
gpa_expr_snps	Tobramycin	64	0.9	1.0
gpa_expr_snps	Tobramycin	83	0.8967	0.085
gpa_expr_snps	Tobramycin	66	0.8961	0.85
gpa_expr_snps	Tobramycin	17	0.8934	0.01
gpa_expr_snps	Tobramycin	95	0.8928	0.07
gpa_expr_snps	Tobramycin	74	0.8928	0.2
gpa_expr_snps	Tobramycin	13	0.8901	0.0085
gpa_expr_snps	Tobramycin	5	0.8871	0.005
gpa_expr_snps	Tobramycin	8	0.8851	0.007
gpa_expr_snps	Tobramycin	93	0.8851	0.15
gpa_expr_snps	Tobramycin	77	0.8818	0.25
gpa_expr_snps	Tobramycin	4	0.8736	0.004
gpa_expr_snps	Tobramycin	2	0.8602	0.003
gpa_expr_snps	Tobramycin	1	0.7113	0.0025
gpa_expr_snps	Tobramycin	0	0.4069	0.0015
gpa_expr_snps	Tobramycin	0	0.4069	0.002
gpa_expr_snps	Tobramycin	0	0.4069	0.001
gpa_expr	Ceftazidim	37	0.8396	0.015
gpa_expr	Ceftazidim	60	0.8246	0.02
gpa_expr	Ceftazidim	90	0.8246	0.025
gpa_expr	Ceftazidim	109	0.8133	0.03
gpa_expr	Ceftazidim	172	0.8133	0.25
gpa_expr	Ceftazidim	137	0.8132	0.15
gpa_expr	Ceftazidim	142	0.8132	0.05
gpa_expr	Ceftazidim	181	0.8097	0.5
gpa_expr	Ceftazidim	155	0.8096	0.1
gpa_expr	Ceftazidim	130	0.8095	0.04
gpa_expr	Ceftazidim	14	0.8094	0.01
gpa_expr	Ceftazidim	143	0.8059	0.4
gpa_expr	Ceftazidim	140	0.8059	0.3
gpa_expr	Ceftazidim	153	0.8059	0.085
gpa_expr	Ceftazidim	147	0.8058	0.07
gpa_expr	Ceftazidim	9	0.8049	0.0085
gpa_expr	Ceftazidim	125	0.7985	1.0
gpa_expr	Ceftazidim	163	0.7947	0.2
gpa_expr	Ceftazidim	6	0.7844	0.007
gpa_expr	Ceftazidim	143	0.7835	0.7
gpa_expr	Ceftazidim	143	0.7835	0.85
gpa_expr	Ceftazidim	1	0.7106	0.005
gpa_expr	Ceftazidim	0	0.335	0.0015
gpa_expr	Ceftazidim	1	0.335	0.004
gpa_expr	Ceftazidim	0	0.335	0.003
gpa_expr	Ceftazidim	0	0.335	0.0025
gpa_expr	Ceftazidim	0	0.335	0.002
gpa_expr	Ceftazidim	0	0.335	0.001
gpa_expr	Ciprofloxacin	73	0.8118	0.02
gpa_expr	Ciprofloxacin	120	0.7979	0.03
gpa_expr	Ciprofloxacin	97	0.7979	0.025
gpa_expr	Ciprofloxacin	164	0.7936	0.15
gpa_expr	Ciprofloxacin	140	0.786	0.2
gpa_expr	Ciprofloxacin	140	0.7857	0.85
gpa_expr	Ciprofloxacin	144	0.7838	0.05
gpa_expr	Ciprofloxacin	50	0.7837	0.015
gpa_expr	Ciprofloxacin	141	0.7803	0.04
gpa_expr	Ciprofloxacin	171	0.7796	0.25
gpa_expr	Ciprofloxacin	25	0.7724	0.01
gpa_expr	Ciprofloxacin	147	0.7722	0.4
gpa_expr	Ciprofloxacin	159	0.7697	0.07
gpa_expr	Ciprofloxacin	154	0.769	0.1
gpa_expr	Ciprofloxacin	159	0.768	1.0
gpa_expr	Ciprofloxacin	150	0.7661	0.3
gpa_expr	Ciprofloxacin	16	0.7618	0.0085
gpa_expr	Ciprofloxacin	148	0.7613	0.7
gpa_expr	Ciprofloxacin	163	0.755	0.085
gpa_expr	Ciprofloxacin	8	0.7539	0.007
gpa_expr	Ciprofloxacin	126	0.7358	0.5
gpa_expr	Ciprofloxacin	5	0.7051	0.005
gpa_expr	Ciprofloxacin	2	0.6896	0.004
gpa_expr	Ciprofloxacin	0	0.3084	0.0015
gpa_expr	Ciprofloxacin	0	0.3084	0.003
gpa_expr	Ciprofloxacin	0	0.3084	0.0025
gpa_expr	Ciprofloxacin	0	0.3084	0.002
gpa_expr	Ciprofloxacin	0	0.3084	0.001
gpa_expr	Meropenem	142	0.8875	0.25
gpa_expr	Meropenem	115	0.8875	0.07
gpa_expr	Meropenem	102	0.882	0.05
gpa_expr	Meropenem	120	0.8787	0.085
gpa_expr	Meropenem	93	0.8784	0.04
gpa_expr	Meropenem	123	0.8743	0.1
gpa_expr	Meropenem	92	0.8728	0.85
gpa_expr	Meropenem	132	0.8691	0.2
gpa_expr	Meropenem	134	0.8683	0.15
gpa_expr	Meropenem	105	0.8677	0.7
gpa_expr	Meropenem	70	0.8633	0.03
gpa_expr	Meropenem	105	0.8626	0.5
gpa_expr	Meropenem	49	0.8604	0.025
gpa_expr	Meropenem	104	0.86	0.3
gpa_expr	Meropenem	101	0.8555	1.0
gpa_expr	Meropenem	29	0.854	0.02
gpa_expr	Meropenem	102	0.8472	0.4
gpa_expr	Meropenem	6	0.8414	0.01
gpa_expr	Meropenem	7	0.8407	0.0085
gpa_expr	Meropenem	16	0.8352	0.015
gpa_expr	Meropenem	5	0.8321	0.007
gpa_expr	Meropenem	2	0.7323	0.005
gpa_expr	Meropenem	0	0.2386	0.0015
gpa_expr	Meropenem	1	0.2386	0.004
gpa_expr	Meropenem	0	0.2386	0.003
gpa_expr	Meropenem	0	0.2386	0.0025
gpa_expr	Meropenem	0	0.2386	0.002
gpa_expr	Meropenem	0	0.2386	0.001
gpa_expr	Tobramycin	64	0.9354	0.085
gpa_expr	Tobramycin	73	0.9282	0.04
gpa_expr	Tobramycin	63	0.9282	0.1
gpa_expr	Tobramycin	73	0.9282	0.05
gpa_expr	Tobramycin	59	0.9282	0.03
gpa_expr	Tobramycin	65	0.9278	0.15
gpa_expr	Tobramycin	58	0.9278	0.07
gpa_expr	Tobramycin	46	0.9248	0.025
gpa_expr	Tobramycin	34	0.9214	0.02
gpa_expr	Tobramycin	27	0.9181	0.015
gpa_expr	Tobramycin	66	0.9147	0.85
gpa_expr	Tobramycin	73	0.9147	1.0
gpa_expr	Tobramycin	64	0.9143	0.2
gpa_expr	Tobramycin	70	0.9076	0.5
gpa_expr	Tobramycin	73	0.9071	0.25
gpa_expr	Tobramycin	67	0.9071	0.4
gpa_expr	Tobramycin	66	0.9043	0.7
gpa_expr	Tobramycin	15	0.9033	0.01
gpa_expr	Tobramycin	63	0.9	0.3
gpa_expr	Tobramycin	14	0.8956	0.0085
gpa_expr	Tobramycin	4	0.8911	0.005
gpa_expr	Tobramycin	9	0.8838	0.007
gpa_expr	Tobramycin	4	0.8736	0.004
gpa_expr	Tobramycin	2	0.8602	0.003
gpa_expr	Tobramycin	1	0.7113	0.0025
gpa_expr	Tobramycin	0	0.4069	0.0015
gpa_expr	Tobramycin	0	0.4069	0.002
gpa_expr	Tobramycin	0	0.4069	0.001
gpa_snps	Ceftazidim	56	0.6828	0.04
gpa_snps	Ceftazidim	78	0.6753	0.05
gpa_snps	Ceftazidim	22	0.6633	0.025
gpa_snps	Ceftazidim	171	0.6601	1.0
gpa_snps	Ceftazidim	31	0.6599	0.03
gpa_snps	Ceftazidim	152	0.6529	0.15
gpa_snps	Ceftazidim	176	0.6493	0.7
gpa_snps	Ceftazidim	129	0.6492	0.085
gpa_snps	Ceftazidim	174	0.6455	0.2
gpa_snps	Ceftazidim	6	0.6441	0.015
gpa_snps	Ceftazidim	144	0.6417	0.1
gpa_snps	Ceftazidim	171	0.6417	0.25
gpa_snps	Ceftazidim	108	0.6413	0.07
gpa_snps	Ceftazidim	169	0.6343	0.3
gpa_snps	Ceftazidim	182	0.6306	0.5
gpa_snps	Ceftazidim	177	0.6231	0.85
gpa_snps	Ceftazidim	14	0.6184	0.02
gpa_snps	Ceftazidim	176	0.6156	0.4
gpa_snps	Ceftazidim	0	0.335	0.003
gpa_snps	Ceftazidim	0	0.335	0.004
gpa_snps	Ceftazidim	0	0.335	0.002
gpa_snps	Ceftazidim	0	0.335	0.0015
gpa_snps	Ceftazidim	0	0.335	0.0025
gpa_snps	Ceftazidim	0	0.335	0.01
gpa_snps	Ceftazidim	0	0.335	0.0085
gpa_snps	Ceftazidim	0	0.335	0.007
gpa_snps	Ceftazidim	0	0.335	0.005
gpa_snps	Ceftazidim	0	0.335	0.001
gpa_snps	Ciprofloxacin	97	0.908	0.15
gpa_snps	Ciprofloxacin	59	0.9049	0.07
gpa_snps	Ciprofloxacin	69	0.8978	0.085
gpa_snps	Ciprofloxacin	76	0.8944	0.1
gpa_snps	Ciprofloxacin	30	0.8933	0.04
gpa_snps	Ciprofloxacin	91	0.8906	0.2
gpa_snps	Ciprofloxacin	104	0.8906	0.25
gpa_snps	Ciprofloxacin	2	0.8896	0.007
gpa_snps	Ciprofloxacin	3	0.8896	0.0085
gpa_snps	Ciprofloxacin	6	0.8896	0.01
gpa_snps	Ciprofloxacin	11	0.8896	0.02
